Time,Lwristvertdrift,Rwristvertdrift,Lwristlatdrift,Rwristlatdrift,Lwristantdrift,Rwristantdrift,KneeAngle,ContKneeAngle,LThoraxAngles:Z,LPelvisAngles:Z,Pelvis drop,Paddle Angles,L wrist vert drift,R wrist vert drift,L wrist hzntl drift,R wrist hzntl drift,L wrist ant drift,R wrist ant drift,PelSholSep,ContPelSholSep,LSHOXvel,LELBXvel,LWRAXvel,RSHOXvel,RELBXvel,RWRAXvel,LASIXvel,RASIXvel,LKNEZvel,RKNEZvel,LPADXvel,RPADXvel,PelvisXvel,PelvisYvel,PelvisZvel,ThoraxXvel,ThoraxYvel,ThoraxZvel,PelSholSepvel,KneeXvel,KneeYvel,KneeZvel,ContPelvisXvel,ContPelvisYvel,ContPelvisZvel,ContThoraxXvel,ContThoraxYvel,ContThoraxZvel,ContPelSholSepvel,ContKneeXvel,ContKneeYvel,ContKneeZvel,KneeAngle,ContKneeAngle,LThoraxAngles:Z,LPelvisAngles:Z,Pelvis drop,Paddle Angles,L wrist vert drift,R wrist vert drift,L wrist hzntl drift,R wrist hzntl drift,L wrist ant drift,R wrist ant drift,PelSholSep,ContPelSholSep,LSHOXvel,LELBXvel,LWRAXvel,RSHOXvel,RELBXvel,RWRAXvel,LASIXvel,RASIXvel,LKNEZvel,RKNEZvel,LPADXvel,RPADXvel,PelvisXvel,PelvisYvel,PelvisZvel,ThoraxXvel,ThoraxYvel,ThoraxZvel,PelSholSepvel,KneeXvel,KneeYvel,KneeZvel,ContPelvisXvel,ContPelvisYvel,ContPelvisZvel,ContThoraxXvel,ContThoraxYvel,ContThoraxZvel,ContPelSholSepvel,ContKneeXvel,ContKneeYvel,ContKneeZvel,KneeAngle,ContKneeAngle,LThoraxAngles:Z,LPelvisAngles:Z,Pelvis drop,Paddle Angles,L wrist vert drift,R wrist vert drift,L wrist hzntl drift,R wrist hzntl drift,L wrist ant drift,R wrist ant drift,PelSholSep,ContPelSholSep,LSHOXvel,LELBXvel,LWRAXvel,RSHOXvel,RELBXvel,RWRAXvel,LASIXvel,RASIXvel,LKNEZvel,RKNEZvel,LPADXvel,RPADXvel,PelvisXvel,PelvisYvel,PelvisZvel,ThoraxXvel,ThoraxYvel,ThoraxZvel,PelSholSepvel,KneeXvel,KneeYvel,KneeZvel,ContPelvisXvel,ContPelvisYvel,ContPelvisZvel,ContThoraxXvel,ContThoraxYvel,ContThoraxZvel,ContPelSholSepvel,ContKneeXvel,ContKneeYvel,ContKneeZvel,KneeAngle,ContKneeAngle,LThoraxAngles:Z,LPelvisAngles:Z,Pelvis drop,Paddle Angles,L wrist vert drift,R wrist vert drift,L wrist hzntl drift,R wrist hzntl drift,L wrist ant drift,R wrist ant drift,PelSholSep,ContPelSholSep,LSHOXvel,LELBXvel,LWRAXvel,RSHOXvel,RELBXvel,RWRAXvel,LASIXvel,RASIXvel,LKNEZvel,RKNEZvel,LPADXvel,RPADXvel,PelvisXvel,PelvisYvel,PelvisZvel,ThoraxXvel,ThoraxYvel,ThoraxZvel,PelSholSepvel,KneeXvel,KneeYvel,KneeZvel,ContPelvisXvel,ContPelvisYvel,ContPelvisZvel,ContThoraxXvel,ContThoraxYvel,ContThoraxZvel,ContPelSholSepvel,ContKneeXvel,ContKneeYvel,ContKneeZvel,KneeAngle,ContKneeAngle,LThoraxAngles:Z,LPelvisAngles:Z,Pelvis drop,Paddle Angles,L wrist vert drift,R wrist vert drift,L wrist hzntl drift,R wrist hzntl drift,L wrist ant drift,R wrist ant drift,PelSholSep,ContPelSholSep,LSHOXvel,LELBXvel,LWRAXvel,RSHOXvel,RELBXvel,RWRAXvel,LASIXvel,RASIXvel,LKNEZvel,RKNEZvel,LPADXvel,RPADXvel,PelvisXvel,PelvisYvel,PelvisZvel,ThoraxXvel,ThoraxYvel,ThoraxZvel,PelSholSepvel,KneeXvel,KneeYvel,KneeZvel,ContPelvisXvel,ContPelvisYvel,ContPelvisZvel,ContThoraxXvel,ContThoraxYvel,ContThoraxZvel,ContPelSholSepvel,ContKneeXvel,ContKneeYvel,ContKneeZvel,KneeAngle,ContKneeAngle,LThoraxAngles:Z,LPelvisAngles:Z,Pelvis drop,Paddle Angles,L wrist vert drift,R wrist vert drift,L wrist hzntl drift,R wrist hzntl drift,L wrist ant drift,R wrist ant drift,PelSholSep,ContPelSholSep,LSHOXvel,LELBXvel,LWRAXvel,RSHOXvel,RELBXvel,RWRAXvel,LASIXvel,RASIXvel,LKNEZvel,RKNEZvel,LPADXvel,RPADXvel,PelvisXvel,PelvisYvel,PelvisZvel,ThoraxXvel,ThoraxYvel,ThoraxZvel,PelSholSepvel,KneeXvel,KneeYvel,KneeZvel,ContPelvisXvel,ContPelvisYvel,ContPelvisZvel,ContThoraxXvel,ContThoraxYvel,ContThoraxZvel,ContPelSholSepvel,ContKneeXvel,ContKneeYvel,ContKneeZvel,KneeAngle,ContKneeAngle,LThoraxAngles:Z,LPelvisAngles:Z,Pelvis drop,Paddle Angles,L wrist vert drift,R wrist vert drift,L wrist hzntl drift,R wrist hzntl drift,L wrist ant drift,R wrist ant drift,PelSholSep,ContPelSholSep,LSHOXvel,LELBXvel,LWRAXvel,RSHOXvel,RELBXvel,RWRAXvel,LASIXvel,RASIXvel,LKNEZvel,RKNEZvel,LPADXvel,RPADXvel,PelvisXvel,PelvisYvel,PelvisZvel,ThoraxXvel,ThoraxYvel,ThoraxZvel,PelSholSepvel,KneeXvel,KneeYvel,KneeZvel,ContPelvisXvel,ContPelvisYvel,ContPelvisZvel,ContThoraxXvel,ContThoraxYvel,ContThoraxZvel,ContPelSholSepvel,ContKneeXvel,ContKneeYvel,ContKneeZvel,KneeAngle,ContKneeAngle,LThoraxAngles:Z,LPelvisAngles:Z,Pelvis drop,Paddle Angles,L wrist vert drift,R wrist vert drift,L wrist hzntl drift,R wrist hzntl drift,L wrist ant drift,R wrist ant drift,PelSholSep,ContPelSholSep,LSHOXvel,LELBXvel,LWRAXvel,RSHOXvel,RELBXvel,RWRAXvel,LASIXvel,RASIXvel,LKNEZvel,RKNEZvel,LPADXvel,RPADXvel,PelvisXvel,PelvisYvel,PelvisZvel,ThoraxXvel,ThoraxYvel,ThoraxZvel,PelSholSepvel,KneeXvel,KneeYvel,KneeZvel,ContPelvisXvel,ContPelvisYvel,ContPelvisZvel,ContThoraxXvel,ContThoraxYvel,ContThoraxZvel,ContPelSholSepvel,ContKneeXvel,ContKneeYvel,ContKneeZvel,PadlatL1,PadLatR1,PadlatL2,PadlatR2,PadlatL3,PadlatR3,PadlatL4,PadlatR4,LWvert_Max,LWvert_Min,LWvert_ROM,LWvert_at opp catch,LWvert_at catch,RWvert_Max,RWvert_Min,RWvert_ROM,RWvert_at opp catch,RWvert_at catch,LWlat_Max,LWlat_Min,LWlat_ROM,LWlat_at opp catch,LWlat_at catch,RWlat_Max,RWlat_Min,RWlat_ROM,RWlat_at opp catch,RWlat_at catch,LWant_Max,LWant_Min,LWant_ROM,LWant_at opp catch,LWant_at catch,RWant_Max,RWant_Min,RWant_ROM,RWant_at opp catch,RWant_at catch,ThorMax,ThoraxMin,ThoraxRoM,ThorEnd,ThorOppCatch,PelvMax,PelvaxMin,PelvaxRoM,PelvEnd,PelvOppCatch,KneeMax,KneeaxMin,KneeaxRoM,KneeEnd,KneeOppCatch,LeftCatchPCavg,RightCatchPCavg,LeftEndPCavg,RightEndPCavg,boatangle,LkneeAngleStatic,RkneeAngleStatic
0,-284.18,-235.08,216.7977,325.876,-453.67,98.77,42.7888,24.9278,20.3096,7.32594,-9.33428,14.34194978,-487.467,2.55,-23.2715,191.701,-420.55,-307.46,-12.98366,12.98366,418.75,1615,1327.5,-800,-2628.75,-3032.5,243.75,-241.25,-227.375,369.25,4240,-7352.5,-6.6375,109.54125,-88.98125,6.26875,-17.9625,-223.3125,134.33125,-70.6125,-42.075,16.6375,-6.6375,-109.54125,88.98125,6.26875,17.9625,223.3125,-134.33125,120.2375,50.57,28.9625,32.7641,36.3782,14.3363,2.07308,-0.463815,14.68228975,6.62,-460.701,-214.6847,10.175,-271.39,-434.39,-12.26322,12.26322,-885,-2618.75,-2661.25,428.75,1661.25,1458.75,-297.5,202.5,310.25,-321.125,-6458.75,4278.75,16.3875,113.2085388,-87.7975,14.77625,-17.476125,-259.3375,171.54,-116.4875,-2.61875,-26.77375,16.3875,-113.2085388,87.7975,14.77625,17.476125,259.3375,-171.54,105.0125,50.6875,15.3625,42.6046,28.0616,18.2443,6.45416,-7.36765,14.29266816,-485.681,-10.77,-23.8679,202.254,-426.14,-307.17,-11.79014,11.79014,393.75,1642.5,1335,-751.25,-2457.5,-2872.5,208.75,-212.5,-242.5,253.375,4187.5,-7021.25,-10.4375,91.27125,-77.7625,1.82375,-11.01,-204.1125,126.35,-79.2125,-35.7625,0.1,-10.4375,-91.27125,77.7625,1.82375,11.01,204.1125,-126.35,84.375,19.71875,28.875,31.6996,36.0743,13.9038,1.45073,0.560086,14.26149935,2.16,-474.36,-208.1294,28.186,-269.63,-433.15,-12.45307,12.45307,-863.75,-2640,-2675,457.5,1653.75,1330,-272.5,216.25,239.5,-305.375,-6397.5,4072.5,7.45,107.239,-89.73375,11.23375,-6.489875,-241.275,151.54125,-117.95,-9.97375,-52.7625,7.45,-107.239,89.73375,11.23375,6.489875,241.275,-151.54125,80.6375,58.8875,2.6125,42.9463,27.2171,18.5954,8.06984,-7.43491,11.10760564,-499.015,-24.03,-55.543741,190.728,-415.51,-329.38,-10.52556,10.52556,553.75,1866.25,1535,-868.75,-2446.25,-2721.25,281.25,-278.75,-193.5,340.75,4207.5,-6891.25,-16.7875,123.39125,-106.41375,3.645,3.24625,-259.1375,152.72375,-72.2,-64.45,-16.97375,-16.7875,-123.39125,106.41375,3.645,-3.24625,259.1375,-152.72375,108.5375,46.6125,23.725,33.1594,36.4275,14.8731,2.4663,-0.913264,13.95641023,6.14,-466.864,-206.5528,20.3,-287.65,-430.09,-12.4068,12.4068,-837.5,-2660,-2787.5,610,1748.75,1448.75,-295,240,264,-360.625,-6550,4231.25,7.6875,108.861125,-100.07125,3.45375,9.6195,-279.175,179.10375,-130.7375,-26.5875,-43.09875,7.6875,-108.861125,100.07125,3.45375,-9.6195,279.175,-179.10375,88.125,75.6875,32.875,42.7817,28.3943,15.0642,7.21896,-6.60203,8.872223164,-509.533,-25.67,-80.4332,166.579,-416.44,-350.43,-7.84524,7.84524,745,1973.75,1622.5,-877.5,-2312.5,-2521.25,390,-251.25,-254.625,349.5,4087.5,-6498.75,-31.6375,134.04875,-126.79375,3.51625,-2.2925,-305.6625,178.86875,-88.725,-86.575,-33.435,-31.6375,-134.04875,126.79375,3.51625,2.2925,305.6625,-178.86875,118.2125,43.22875,57.7875,33.7391,35.5951,14.4268,2.71179,-1.26309,14.1536352,-2.85,-469.847,-200.3209,21.426,-280.85,-429.35,-11.71501,11.71501,-888.75,-2833.75,-2681.25,502.5,1751.25,1427.5,-323.75,280,322.25,-369.5,-6555,4183.75,12.6125,134.65725,-107.19,15.7775,1.083125,-275.6375,168.4475,-137.4875,-0.84625,-35.2275,12.6125,-134.65725,107.19,15.7775,-1.083125,275.6375,-168.4475,120.2375,78.4625,27.125,60.96831916,58.87020719,59.23250663,57.97799707,57.35017445,59.20382669,56.46351002,59.5529485,14.3876,-608.038,622.4256,7.87,-487.467,2.55,-602.3312,604.8812,-432.7913,2.55,211.900726,-345.63296,557.533686,-218.246,-23.2715,366.63825,-241.811773,608.450023,-13.52079,191.701,122.5299,-481.5165,604.0464,-266.835,-420.55,71.824,-494.0296,565.8536,-453.0913,-307.46,40.367898,-40.71176,61.02136,-27.711207,-14.85075,14.949475,-11.277025,18.602965,-9.5401819,-2.24739,49.461931,18.280437,24.508363,19.181417,36.16855,50,49,18,18,0.346436163,-0.933737,-7.39112
1,-284.32,-230.76,215.5934,325.692,-453.76,97.56,41.981154,26.264712,17.64302,6.2701394,-8.0249627,9.574321094,-510.63944,-12.5,-48.6850807,168.64254,-404.0398,-335.5337,-11.3728806,11.3728806,494.25,1826.875,1558.9,-839.3375,-2475.3375,-2803.9625,284.3375,-268.275,-248.66,375.5025,4216.325,-7068.5375,-10.4185,125.201,-101.0049,4.8388,-19.9988375,-256.205625,155.200725,-75.7085,-57.5795,7.7862375,-10.4185,-125.201,101.0049,4.8388,19.9988375,256.205625,-155.200725,121.80275,51.9885,45.208,31.41854,37.55798,11.3834,1.070008,0.8301306,10.06589335,-2.88,-484.8674,-193.09876,32.0528,-296.492,-416.928,-10.313392,10.313392,-922.25,-2472.75,-2543.25,439,1771.25,1506,-318.75,198,310.275,-334.85,-6224.75,4183,18.2925,117.0514173,-91.085925,14.8845,-23.1357,-265.38,174.294075,-123.705,-0.116,-36.60275,18.2925,-117.0514173,91.085925,14.8845,23.1357,265.38,-174.294075,105.2525,52.6825,24.985,41.695251,29.003074,15.802885,5.5221763,-6.2745068,9.553155678,-508.56463,-23.2569,-49.2033567,177.74421,-409.2335,-334.405,-10.2807087,10.2807087,461.7875,1843.65,1546.35,-813.3,-2352.4125,-2699.0375,253.825,-224.2125,-272.12375,253.64625,4142.8125,-6788.4875,-18.219875,104.3288875,-89.26975,4.7598625,-7.2916,-232.2215,142.95175,-83.9135,-54.77225,-10.3326375,-18.219875,-104.3288875,89.26975,4.7598625,7.2916,232.2215,-142.95175,85.753375,21.71785,44.730625,30.433948,36.976612,11.27554,0.48230516,1.727526,9.965938503,-10.7884,-496.89996,-189.257636,53.6032,-294.4636,-418.1912,-10.79323484,10.79323484,-876.45,-2449.4,-2523,442.8,1684.8,1374.5,-272.15,209.8,258.45,-296.89,-6074.15,3949.35,5.5815,106.805365,-88.240967,14.62635,-9.14251,-240.0975,151.856533,-114.4685,-9.52435,-43.109,5.5815,-106.805365,88.240967,14.62635,9.14251,240.0975,-151.856533,85.3465,62.3145,9.2325,42.122072,28.442192,15.550784,6.8404608,-6.0174072,6.46204802,-518.46072,-37.072,-83.219768,165.52828,-398.494,-353.7592,-8.7103232,8.7103232,600.1,1975.85,1671.3,-927.05,-2289.4,-2470.2,319.2,-285,-219.46,335.24,4128.05,-6448,-21.7245,131.9243,-115.73355,7.773,4.90185,-289.058,173.32445,-77.833,-74.8995,-31.66725,-21.7245,-131.9243,115.73355,7.773,-4.90185,289.058,-173.32445,114.3305,48.2704,56.466,31.69018,37.427364,11.820964,1.3614272,0.324204696,9.478414293,-9.3412,-493.8296,-186.463012,43.95452,-312.4972,-414.556,-10.4595368,10.4595368,-824.65,-2451.1,-2607.35,534.65,1782.15,1495.05,-298.75,242.2,288.275,-364.21,-6202.75,4117.3,6.662,114.0291945,-99.89426,6.5368,9.27127,-271.086,171.19174,-134.132,-25.5353,-41.5374,6.662,-114.0291945,99.89426,6.5368,-9.27127,271.086,-171.19174,93.514,77.503,28.1325,41.739125,29.69065,11.661875,5.7926225,-5.121435,4.469197754,-527.63775,-42.65,-108.97025,141.9775,-399.5375,-372.69,-5.8692525,5.8692525,726.5625,1944.6875,1675.3125,-912.5,-2154.6875,-2247.5,427.1875,-231.875,-307.03125,325.40625,3987.1875,-5952.5,-38.925,133.6571875,-131.4103125,10.2759375,-6.4453125,-308.634375,177.2240625,-101.14375,-85.334375,-27.55625,-38.925,-133.6571875,131.4103125,10.2759375,6.4453125,308.634375,-177.2240625,116.840625,36.4225,60.9375,32.150415,36.931364,11.343042,1.4936842,0.25857875,9.650880642,-12.2461,-492.53445,-181.164964,45.0598,-305.0074,-413.5941,-9.8493578,9.8493578,-896.925,-2645.7125,-2611.3125,508.075,1856.3625,1445.475,-337.8875,288.4625,328.665,-396.45875,-6445.9,4067.075,10.850375,139.1194338,-112.2471825,11.989225,-5.02817,-278.11845,165.8712675,-148.494125,-0.6731,-44.0772625,10.850375,-139.1194338,112.2471825,11.989225,5.02817,278.11845,-165.8712675,120.8405,77.466625,41.094125,60.8333964,59.56005625,59.34940439,57.84441018,57.20760896,59.45294813,56.00883907,59.69962218,19.67,-624.8362,644.5062,-516.6154,6.62,-0.538,-602.4676,601.9296,-5.344,-460.701,211.88774,-356.4209,568.30864,-59.106536,-214.6847,366.5954,-276.58316,643.17856,216.5482,10.175,154.746,-481.488,636.234,-420.34,-271.39,71.9,-485.948,557.848,-288.848,-434.39,43.4157,-40.37656,54.71286,-30.75544,-19.64424,12.63312,-14.95248,17.02556,-14.0707,-6.988554,42.86136,6.710604,26.053496,9.14485,27.44554,,,,,,,
2,-284.5,-225.81,214.1514,325.505,-453.89,96.07,41.09631,27.638502,14.657354,5.0917842,-6.5794756,5.041953495,-532.60264,-30.954,-76.437916,143.04494,-385.8712,-360.8778,-9.5655698,9.5655698,544.15,1917.225,1679.75,-872.325,-2284.5,-2475.85,320.4,-283.85,-275.075,387.69,4099.35,-6463.725,-15.74575,134.02165,-111.0848,5.54145,-23.955925,-279.66975,168.58495,-84.9555,-63.805,12.48135,-15.74575,-134.02165,111.0848,5.54145,23.955925,279.66975,-168.58495,126.686,50.74685,64.8695,29.99462,38.72602,8.43195,0.0380522,2.14408,5.741415491,-15.344,-508.1334,-169.10804,55.602,-320.29,-399.566,-8.3938978,8.3938978,-962.75,-2309.75,-2341.75,416.25,1774,1458.75,-332.25,188.75,299.5,-341.875,-5771.5,4038.5,19.2475,116.50325,-92.63675,16.3995,-29.51335,-259.2035,166.56675,-129.9825,2.8345,-47.54575,19.2475,-116.50325,92.63675,16.3995,29.51335,259.2035,-166.56675,102.455,51.8925,34.3375,40.72001,29.99451,13.076646,4.459475,-5.0417454,5.046077467,-530.2422,-39.8442,-77.496218,150.23696,-390.607,-359.2562,-8.617171,8.617171,502.575,1937.05,1669.7,-868.9,-2212.375,-2411.65,305.15,-233.225,-302.4275,270.5675,4024.425,-6274.3,-25.19375,115.84235,-100.75815,9.692075,-6.742,-254.17425,153.4161,-91.8645,-65.47425,-11.9809,-25.19375,-115.84235,100.75815,9.692075,6.742,254.17425,-153.4161,92.7105,28.827975,58.923,29.208848,37.933512,8.7035548,-0.46765816,2.8758988,5.909274197,-26.3364,-517.43372,-168.508576,80.20148,-317.3968,-403.1888,-9.17121296,9.17121296,-886.65,-2245.9,-2294.6,415.6,1626.95,1369.75,-269.45,199.6,275.17,-286.31,-5586.45,3815.75,3.755,103.76575,-86.296499,17.50985,-13.160135,-231.4666,145.170101,-110.897,-9.47365,-37.041,3.755,-103.76575,86.296499,17.50985,13.160135,231.4666,-145.170101,90.3995,65.5815,28.861,41.207644,29.746264,12.26312,5.519004,-4.5421536,2.098797627,-536.25924,-52.8612,-112.450732,137.64912,-380.6448,-374.986,-6.744116,6.744116,594.75,1967.05,1718.2,-963.3,-2109.2,-2140.55,355.2,-279.95,-263.82,334.56,4019.25,-5760,-26.6405,133.8558,-123.08265,14.0614,4.37165,-302.2105,179.12785,-89.1045,-75.4015,-15.4699,-26.6405,-133.8558,123.08265,14.0614,-4.37165,302.2105,-179.12785,121.2355,46.12885,87.518,30.21916,38.496648,8.9280224,0.267413064,1.582194,5.297950556,-27.7752,-519.07936,-163.768432,69.39024,-335.0436,-399.16,-8.660609336,8.660609336,-823.8,-2231.5,-2337.15,424.2,1711.05,1471.6,-289.25,239.3,307.225,-351.785,-5637.9,3969.65,5.6165,112.26895,-97.734898,11.63385,4.144445,-251.1611,153.426202,-130.8375,-25.05725,-38.568,5.6165,-112.26895,97.734898,11.63385,-4.144445,251.1611,-153.426202,99.9155,74.7715,32.508,40.54765,30.94815,8.33874,4.34358,-3.684505,0.341071258,-543.8265,-61.14,-137.34845,116.0715,-382.525,-391.825,-3.99516,3.99516,646.875,1821.875,1665,-927.5,-1946.875,-1923.75,444.375,-206.25,-362.9375,295.6875,3910,-5233.125,-43.3875,126.2075,-130.91875,19.04625,-10.57625,-291.7375,160.81875,-115.39375,-76.45625,-3.31375,-43.3875,-126.2075,130.91875,19.04625,10.57625,291.7375,-160.81875,110.5125,28.2875,60.13125,30.456414,38.270504,8.3073614,0.231642476,1.8064636,5.354399323,-25.2242,-514.09682,-158.566518,71.44168,-327.8706,-398.3002,-8.075718924,8.075718924,-905.1,-2422.85,-2411.875,476.8,1831.875,1390.825,-343.175,290.575,331.3075,-417,-6055.775,3908.475,8.83175,139.26879,-114.8479645,9.634975,-12.084025,-267.33575,152.4877855,-156.438,-2.79935,-51.128,8.83175,-139.26879,114.8479645,9.634975,12.084025,267.33575,-152.4877855,120.52525,72.66175,52.77275,60.54054366,60.02674425,59.26681935,57.53058493,57.00753593,59.5323372,55.53807448,59.61285131,19.6028,-624.73146,644.33426,0.8898,-485.681,-7.7232,-597.45238,589.72918,-428.24434,-10.77,217.44038,-356.3501,573.79048,-206.194984,-23.8679,333.1102,-276.724083,609.834283,-16.65529,202.254,155.043,-468.4122,623.4552,-272.3299,-426.14,92.1907,-486.0076,578.1983,-459.0161,-307.17,48.003458,-43.433599,61.677899,-27.333535,-13.623254,17.842181,-12.634518,19.088678,-10.38687,-1.3469129,50.47022,18.575183,24.029417,19.793603,36.168695,,,,,,,
3,-284.75,-220.34,212.4787,325.328,-454.09,94.31,40.083734,29.075165,11.496128,3.8188214,-5.0804746,0.8529762,-552.0635,-51.1416,-105.657508,115.55777,-367.2192,-382.5969,-7.6773066,7.6773066,555.0875,1876.7375,1699.7875,-893.6625,-2053.35,-2075.6125,346.55,-283.3625,-310.55125,398.9775,3971.7375,-5619.5125,-22.238,134.8477125,-117.8305125,7.7573125,-26.9488125,-287.3998625,169.56935,-98.64075,-58.774375,31.6835,-22.238,-134.8477125,117.8305125,7.7573125,26.9488125,287.3998625,-169.56935,132.432625,47.226475,81.935,28.52146,39.83564,5.608992,-0.996794,3.421908,1.750848677,-29.714,-529.5756,-143.27212,80.4742,-342.03,-382.986,-6.605786,6.605786,-994.25,-2144.5,-2093,374.75,1689,1391.25,-339.75,164.75,278.175,-339.325,-5185.75,3915.25,19.8075,110.54975,-91.688075,16.376,-32.807,-243.6635,151.975425,-131.7425,3.843,-51.52,19.8075,-110.54975,91.688075,16.376,32.807,243.6635,-151.975425,94.495,51.8825,36.955,39.626575,31.078749,10.1679367,3.2826158,-3.7039425,0.861435563,-549.59624,-58.9907,-108.202159,120.225,-371.2648,-380.6693,-6.8853209,6.8853209,502.225,1895.2,1703.6125,-916.3375,-2030.675,-2040.5625,345.4125,-235,-340.5225,293.22875,3900.6625,-5536.6375,-29.72,122.5553625,-109.220025,16.1221,-9.384175,-264.193375,154.97335,-104.98875,-63.823125,1.0079875,-29.72,-122.5553625,109.220025,16.1221,9.384175,264.193375,-154.97335,101.43925,37.901275,67.253625,28.020252,38.937536,6.249834,-1.3949668,3.9774224,2.108577911,-43.2396,-535.26552,-146.693116,107.17472,-337.7596,-388.4292,-7.6448008,7.6448008,-892.7,-2034.7,-2013.85,388.8,1524,1358.55,-268.75,185.05,286.34,-275.13,-5012.5,3720.55,3.068,97.97705,-84.1859,19.033,-15.34337,-219.0856,134.8997,-107.41,-9.69005,-35.35,3.068,-97.97705,84.1859,19.033,15.34337,219.0856,-134.8997,93.443,67.4655,52.589,40.137092,31.097708,8.9416428,4.13237,-3.0822696,-1.911253601,-551.8386,-69.9828,-142.05988,108.06104,-362.7652,-392.5268,-4.8092728,4.8092728,535.7,1860.65,1704.35,-976.6,-1898.15,-1781.1,376.05,-270.2,-321.005,331.32,3939.2,-4940.3,-31.049,129.36745,-127.3838,22.6109,1.7785,-295.6047,168.2209,-105.7055,-69.5745,13.08305,-31.049,-129.36745,127.3838,22.6109,-1.7785,295.6047,-168.2209,121.592,44.687,100.179,28.822928,39.62358,6.2939036,-0.78967648,2.7806732,1.447743139,-47.3412,-541.43128,-139.257156,95.78032,-354.602,-384.256,-7.08358008,7.08358008,-841.2,-2005.65,-2009.45,325.7,1570.15,1424.2,-272,226.65,313.38,-325.135,-4974.25,3870.3,4.3795,103.55375,-93.558685,16.26355,-2.809045,-225.553,131.994315,-120.8975,-23.36185,-32.082,4.3795,-103.55375,93.558685,16.26355,2.809045,225.553,-131.994315,103.1665,68.6605,43.615,39.2086,32.1018,5.2922125,2.9300275,-2.364325,-3.478353642,-557.77225,-79.6925,-164.22815,90.1885,-365.7275,-407.525,-2.362185,2.362185,524.0625,1666.875,1631.875,-921.25,-1700,-1586.5625,434.375,-180.3125,-404.4375,263.875,3882.8125,-4460.625,-45.228125,112.693125,-124.8178125,28.575,-12.28375,-259.6025,134.7846875,-127.121875,-68.6125,11.376875,-45.228125,-112.693125,124.8178125,28.575,12.28375,259.6025,-134.7846875,97.971875,22.825,57.884375,28.697004,39.592394,5.4498008,-1.04229869,3.3294323,1.332627798,-40.8731,-533.60927,-132.806364,99.71425,-348.2146,-383.9593,-6.49209949,6.49209949,-909.525,-2179.2125,-2100.8625,415.225,1682.525,1318.8,-345.3875,279.3125,326.42375,-429.3225,-5445.0875,3789.3625,7.78925,134.694525,-114.7216788,9.590225,-16.43677875,-247.0997375,132.3780588,-160.182625,-6.957625,-53.094625,7.78925,-134.694525,114.7216788,9.590225,16.43677875,247.0997375,-132.3780588,117.103375,65.30525,59.605625,60.11919361,60.27799696,59.02189837,57.06521932,56.7716827,59.45971648,55.07705712,59.37434294,26.6056,-620.05508,646.66068,2.16,-504.20188,-7.824,-597.25184,589.42784,-27.1332,-474.36,217.494704,-351.528528,569.023232,-208.1294,-62.58847948,333.1026,-267.435388,600.537988,184.40784,28.186,132.438,-468.4196,600.8576,-269.63,-426.7,92.0236,-482.9656,574.9892,-335.9752,-433.15,44.324208,-48.0059,61.9097,-28.839992,-17.830616,12.854852,-17.839408,19.290138,-14.493144,-7.7581088,42.815968,5.2506016,26.4489984,8.81848,27.531092,,,,,,,
