Time,Lwristvertdrift,Rwristvertdrift,Lwristlatdrift,Rwristlatdrift,Lwristantdrift,Rwristantdrift,LkneeAngle(REL),RkneeAngle(REL),LThoraxAngles:Z,LPelvisAngles:Z,Pelvis drop,Paddle Angles,L wrist vert drift,R wrist vert drift,L wrist hzntl drift,R wrist hzntl drift,L wrist ant drift,R wrist ant drift,RPelSholSep,LPelSholSep,LSHOXvel,LELBXvel,LWRAXvel,RSHOXvel,RELBXvel,RWRAXvel,LASIXvel,RASIXvel,LKNEZvel,RKNEZvel,LPADXvel,RPADXvel,RPelvisXvel,RPelvisYvel,RPelvisZvel,RThoraxXvel,RThoraxYvel,RThoraxZvel,RPelSholSepvel,LPelSholSepvel,RKneeXvel,RKneeYvel,RKneeZvel,LPelvisXvel,LPelvisYvel,LPelvisZvel,LThoraxXvel,LThoraxYvel,LThoraxZvel,LKneeXvel,LKneeYvel,LKneeZvel,LkneeAngle(REL),RkneeAngle(REL),LThoraxAngles:Z,LPelvisAngles:Z,Pelvis drop,Paddle Angles,L wrist vert drift,R wrist vert drift,L wrist hzntl drift,R wrist hzntl drift,L wrist ant drift,R wrist ant drift,RPelSholSep,LPelSholSep,LSHOXvel,LELBXvel,LWRAXvel,RSHOXvel,RELBXvel,RWRAXvel,LASIXvel,RASIXvel,LKNEZvel,RKNEZvel,LPADXvel,RPADXvel,RPelvisXvel,RPelvisYvel,RPelvisZvel,RThoraxXvel,RThoraxYvel,RThoraxZvel,RPelSholSepvel,LPelSholSepvel,RKneeXvel,RKneeYvel,RKneeZvel,LPelvisXvel,LPelvisYvel,LPelvisZvel,LThoraxXvel,LThoraxYvel,LThoraxZvel,LKneeXvel,LKneeYvel,LKneeZvel,LkneeAngle(REL),RkneeAngle(REL),LThoraxAngles:Z,LPelvisAngles:Z,Pelvis drop,Paddle Angles,L wrist vert drift,R wrist vert drift,L wrist hzntl drift,R wrist hzntl drift,L wrist ant drift,R wrist ant drift,RPelSholSep,LPelSholSep,LSHOXvel,LELBXvel,LWRAXvel,RSHOXvel,RELBXvel,RWRAXvel,LASIXvel,RASIXvel,LKNEZvel,RKNEZvel,LPADXvel,RPADXvel,RPelvisXvel,RPelvisYvel,RPelvisZvel,RThoraxXvel,RThoraxYvel,RThoraxZvel,RPelSholSepvel,LPelSholSepvel,RKneeXvel,RKneeYvel,RKneeZvel,LPelvisXvel,LPelvisYvel,LPelvisZvel,LThoraxXvel,LThoraxYvel,LThoraxZvel,LKneeXvel,LKneeYvel,LKneeZvel,LkneeAngle(REL),RkneeAngle(REL),LThoraxAngles:Z,LPelvisAngles:Z,Pelvis drop,Paddle Angles,L wrist vert drift,R wrist vert drift,L wrist hzntl drift,R wrist hzntl drift,L wrist ant drift,R wrist ant drift,RPelSholSep,LPelSholSep,LSHOXvel,LELBXvel,LWRAXvel,RSHOXvel,RELBXvel,RWRAXvel,LASIXvel,RASIXvel,LKNEZvel,RKNEZvel,LPADXvel,RPADXvel,RPelvisXvel,RPelvisYvel,RPelvisZvel,RThoraxXvel,RThoraxYvel,RThoraxZvel,RPelSholSepvel,LPelSholSepvel,RKneeXvel,RKneeYvel,RKneeZvel,LPelvisXvel,LPelvisYvel,LPelvisZvel,LThoraxXvel,LThoraxYvel,LThoraxZvel,LKneeXvel,LKneeYvel,LKneeZvel,LkneeAngle(REL),RkneeAngle(REL),LThoraxAngles:Z,LPelvisAngles:Z,Pelvis drop,Paddle Angles,L wrist vert drift,R wrist vert drift,L wrist hzntl drift,R wrist hzntl drift,L wrist ant drift,R wrist ant drift,RPelSholSep,LPelSholSep,LSHOXvel,LELBXvel,LWRAXvel,RSHOXvel,RELBXvel,RWRAXvel,LASIXvel,RASIXvel,LKNEZvel,RKNEZvel,LPADXvel,RPADXvel,RPelvisXvel,RPelvisYvel,RPelvisZvel,RThoraxXvel,RThoraxYvel,RThoraxZvel,RPelSholSepvel,LPelSholSepvel,RKneeXvel,RKneeYvel,RKneeZvel,LPelvisXvel,LPelvisYvel,LPelvisZvel,LThoraxXvel,LThoraxYvel,LThoraxZvel,LKneeXvel,LKneeYvel,LKneeZvel,LkneeAngle(REL),RkneeAngle(REL),LThoraxAngles:Z,LPelvisAngles:Z,Pelvis drop,Paddle Angles,L wrist vert drift,R wrist vert drift,L wrist hzntl drift,R wrist hzntl drift,L wrist ant drift,R wrist ant drift,RPelSholSep,LPelSholSep,LSHOXvel,LELBXvel,LWRAXvel,RSHOXvel,RELBXvel,RWRAXvel,LASIXvel,RASIXvel,LKNEZvel,RKNEZvel,LPADXvel,RPADXvel,RPelvisXvel,RPelvisYvel,RPelvisZvel,RThoraxXvel,RThoraxYvel,RThoraxZvel,RPelSholSepvel,LPelSholSepvel,RKneeXvel,RKneeYvel,RKneeZvel,LPelvisXvel,LPelvisYvel,LPelvisZvel,LThoraxXvel,LThoraxYvel,LThoraxZvel,LKneeXvel,LKneeYvel,LKneeZvel,LkneeAngle(REL),RkneeAngle(REL),LThoraxAngles:Z,LPelvisAngles:Z,Pelvis drop,Paddle Angles,L wrist vert drift,R wrist vert drift,L wrist hzntl drift,R wrist hzntl drift,L wrist ant drift,R wrist ant drift,RPelSholSep,LPelSholSep,LSHOXvel,LELBXvel,LWRAXvel,RSHOXvel,RELBXvel,RWRAXvel,LASIXvel,RASIXvel,LKNEZvel,RKNEZvel,LPADXvel,RPADXvel,RPelvisXvel,RPelvisYvel,RPelvisZvel,RThoraxXvel,RThoraxYvel,RThoraxZvel,RPelSholSepvel,LPelSholSepvel,RKneeXvel,RKneeYvel,RKneeZvel,LPelvisXvel,LPelvisYvel,LPelvisZvel,LThoraxXvel,LThoraxYvel,LThoraxZvel,LKneeXvel,LKneeYvel,LKneeZvel,LkneeAngle(REL),RkneeAngle(REL),LThoraxAngles:Z,LPelvisAngles:Z,Pelvis drop,Paddle Angles,L wrist vert drift,R wrist vert drift,L wrist hzntl drift,R wrist hzntl drift,L wrist ant drift,R wrist ant drift,RPelSholSep,LPelSholSep,LSHOXvel,LELBXvel,LWRAXvel,RSHOXvel,RELBXvel,RWRAXvel,LASIXvel,RASIXvel,LKNEZvel,RKNEZvel,LPADXvel,RPADXvel,RPelvisXvel,RPelvisYvel,RPelvisZvel,RThoraxXvel,RThoraxYvel,RThoraxZvel,RPelSholSepvel,LPelSholSepvel,RKneeXvel,RKneeYvel,RKneeZvel,LPelvisXvel,LPelvisYvel,LPelvisZvel,LThoraxXvel,LThoraxYvel,LThoraxZvel,LKneeXvel,LKneeYvel,LKneeZvel,PadlatL1,PadLatR1,PadlatL2,PadlatR2,PadlatL3,PadlatR3,PadlatL4,PadlatR4,LWvert_Max,LWvert_Min,LWvert_ROM,LWvert_at opp catch,LWvert_at catch,RWvert_Max,RWvert_Min,RWvert_ROM,RWvert_at opp catch,RWvert_at catch,LWlat_Max,LWlat_Min,LWlat_ROM,LWlat_at opp catch,LWlat_at catch,RWlat_Max,RWlat_Min,RWlat_ROM,RWlat_at opp catch,RWlat_at catch,LWant_Max,LWant_Min,LWant_ROM,LWant_at opp catch,LWant_at catch,RWant_Max,RWant_Min,RWant_ROM,RWant_at opp catch,RWant_at catch,ThorMax,ThoraxMin,ThoraxRoM,ThorEnd,ThorOppCatch,PelvMax,PelvaxMin,PelvaxRoM,PelvEnd,PelvOppCatch,KneeMax,KneeaxMin,KneeaxRoM,KneeEnd,KneeOppCatch,LeftCatchPCavg,RightCatchPCavg,LeftEndPCavg,RightEndPCavg,boatangle
0,-243.24,-129.36,75.282,189.354,-436.02,91.71,39.2655,29.2901,27.7779,9.36642,-6.40155,31.16170312,-441.317,-37.86,-40.636,116.255,-383.9,-89.88,18.41148,-18.41148,211.25,1516.25,1418.75,-452.5,-2116.25,-2173.75,196.25,-151.25,-307,347.125,4541.25,-5887.5,-6.125,-38.59125,89.3425,3.5125,14.6125,198.85,-109.5075,109.5075,116.5375,5.025,12.1875,-6.125,38.59125,-89.3425,3.5125,-14.6125,-198.85,-44.95,-79.7875,13.25,29.594,37.707,19.5911,6.05138,-5.12493,23.30969718,5.45,-434.568,-160.684,26.483,-153.79,-367.91,-13.53972,13.53972,-546.25,-2228.75,-2261.25,237.5,1565,1416.25,-103.75,206.25,268.75,-273.5,-6222.5,4403.75,-9.9275,52.25375,-76.01125,6.675,-25.89125,-180.6375,104.62625,-104.62625,-102.2875,-17.55,-20.8875,-9.9275,-52.25375,76.01125,6.675,25.89125,180.6375,135.475,-35.4125,98.35,38.0501,29.1627,26.1104,8.31431,-4.825,27.01542458,-414.146,17.78,-20.341,134.641,-388.95,-126.17,17.79609,-17.79609,302.5,1535,1432.5,-442.5,-1982.5,-2046.25,210,-151.25,-331.25,455.625,4432.5,-5646.25,-14.43625,-37.07375,95.2775,-0.3625,13.6075,211.8875,-116.61,116.61,129.8625,30.25,8.8125,-14.43625,37.07375,-95.2775,-0.3625,-13.6075,-211.8875,-72.5375,-80.775,24.1875,33.9961,35.9196,17.4949,4.84357,-4.67039,20.45814026,12.78,-438.432,-161.28,29.383,-168.1,-360.59,-12.65133,12.65133,-550,-2237.5,-2347.5,311.25,1727.5,1548.75,-91.25,248.75,294.375,-279,-6641.25,4521.25,-12.7875,60.6475,-82.96125,10,-25.685,-197.0125,114.05125,-114.05125,-92.9375,-47.425,4.15,-12.7875,-60.6475,82.96125,10,25.685,197.0125,116.225,-2.2375,68.1125,39.3148,30.8728,24.9866,8.60608,-6.58446,25.26754131,-422.239,9.29,-34.415,139.489,-354.54,-112.68,16.38052,-16.38052,277.5,1775,1543.75,-477.5,-2203.75,-2206.25,245,-181.25,-319,404.5,4608.75,-6006.25,-16.575,-51.7775,108.37875,0.6125,18.67375,227.05,-118.67125,118.67125,103.9875,44.375,-54.1,-16.575,51.7775,-108.37875,0.6125,-18.67375,-227.05,-103.75,-28.2875,-17.2625,32.753,36.9306,18.2599,5.1205,-4.8874,23.36520464,-25.51,-447.289,-165.811,28.046,-142.42,-349.95,-13.1394,13.1394,-482.5,-2301.25,-2285,265,1632.5,1451.25,-105,207.5,255.25,-228.25,-6623.75,4512.5,-15.03625,62.645,-75.34125,-3.1125,-20.8575,-172.85,97.50875,-97.50875,-67.4125,-49.4875,9.475,-15.03625,-62.645,75.34125,-3.1125,20.8575,172.85,135.6625,-39.725,127.8125,38.7416,28.0731,24.9542,8.16948,-4.4594,27.60750862,-424.735,-16.26,-23.966,143.752,-366.02,-100.68,16.78472,-16.78472,148.75,1561.25,1441.25,-476.25,-2002.5,-2028.75,162.5,-158.75,-275.5,410.125,4501.25,-5761.25,-6.5175,-33.25125,83.32,8.4875,7.29,186.9,-103.58,103.58,139.9875,14.3875,79.275,-6.5175,33.25125,-83.32,8.4875,-7.29,-186.9,-51.35,-75.525,22.75,31.4323,36.5728,16.7643,4.82332,-4.6593,22.2686314,-6.13,-427.588,-168.05,26.335,-152.12,-350.52,-11.94098,11.94098,-535,-2158.75,-2147.5,256.25,1631.25,1485,-98.75,231.25,296.125,-269.75,-6298.75,4555,-12.6625,68.32,-78.56,5.2,-21.63625,-180.8875,102.3275,-102.3275,-88.3,-53.4875,13.825,-12.6625,-68.32,78.56,5.2,21.63625,180.8875,144.5375,-27.1875,115.6125,60.3124813,62.49039435,62.57840769,62.7661601,60.00175168,60.91183587,59.97200694,60.73273402,9.7932,-600.703,610.4962,6.4692,-441.317,18.8396,-607.15448,625.99408,-364.5124,-37.86,89.27436,-289.385408,378.659768,-163.67832,-40.636,270.1162,-99.70476,369.82096,-8.94532,116.255,110.0864,-443.9228,554.0092,-148.9852,-383.9,101.6716,-430.7696,532.4412,-404.9256,-89.88,41.40848,-34.464052,62.241952,-17.30048,-19.991052,16.266716,-11.200784,20.567204,-9.2799224,-6.2193912,46.415448,8.8715956,30.3939044,8.8715956,29.28796,49,51,23,20,0.57196524
1,-245.95,-126.02,73.558,187.785,-436.53,88.95,38.800744,30.384096,25.786416,8.4652384,-6.0048684,27.00769249,-462.7322,-38.9396,-53.67832,107.47372,-369.0192,-110,17.3211776,-17.3211776,229,1631.5,1525.55,-500.05,-2083,-2193.75,204.15,-165.25,-324.475,355.29,4586,-5962.8,-7.4555,-42.7076,94.9427,4.9785,16.345,208.0355,-113.0928,113.0928,107.9545,21.44,-3.746,-7.4555,42.7076,-94.9427,4.9785,-16.345,-208.0355,-50.502,-82.8725,37.981,30.91361,36.701805,17.738489,5.2678329,-4.5900227,19.13601074,-1.1382,-457.26687,-147.13457,38.30108,-175.1397,-352.5544,-12.4706561,12.4706561,-577.375,-2168.3875,-2244.5125,265.4875,1715.7,1559.5,-108.725,221.8125,264.32375,-301.15,-6324.3125,4494.825,-10.461525,54.9222125,-81.2075875,6.504375,-26.6646125,-190.88475,109.6771625,-109.6771625,-98.741125,-37.446125,7.19925,-10.461525,-54.9222125,81.2075875,6.504375,26.6646125,190.88475,129.80925,-31.546,106.167125,37.239811,30.454331,23.914022,7.3269763,-4.4202011,23.02387886,-436.09241,13.8043,-34.90829,123.20911,-372.983,-145.6321,16.5870457,-16.5870457,320.6875,1724.475,1613.125,-493.3375,-1937.9375,-2032.9875,217.525,-170.075,-352.8275,484.41625,4520.7375,-5708.0125,-17.4040125,-43.389625,101.264775,-0.168125,13.6665375,224.2915,-123.026725,123.026725,126.8695,48.02875,-8.099,-17.4040125,43.389625,-101.264775,-0.168125,-13.6665375,-224.2915,-88.572625,-69.371,20.770125,35.093825,35.00647,15.492205,3.994994,-4.0604385,16.2906026,3.022,-461.91145,-147.47115,43.1738,-189.7115,-344.363,-11.497211,11.497211,-583.125,-2162.3125,-2272.125,344.9375,1882.375,1680.375,-98.625,270.875,293.14375,-322.43125,-6545.375,4550.25,-11.95875,63.76475,-89.8751875,11.511875,-27.174625,-210.360625,120.4854375,-120.4854375,-93.34375,-69.69375,7.7775,-11.95875,-63.76475,89.8751875,11.511875,27.174625,210.360625,107.735625,12.125,52.315,38.250457,31.835968,22.740463,7.5213445,-6.050503,21.16525077,-444.23042,4.9567,-47.09821,127.06144,-338.8377,-133.1862,15.2191185,-15.2191185,286.075,1862,1611.9875,-528.0625,-2138.35,-2165.1375,252.8625,-199.475,-331.68375,408.80625,4587.2875,-5908.2875,-18.172375,-58.0763625,114.2673375,2.51175,22.9033,233.612875,-119.3455375,119.3455375,94.691125,64.6465,-62.63175,-18.172375,58.0763625,-114.2673375,2.51175,-22.9033,-233.612875,-114.717125,-18.522625,-18.922625,34.04934,36.30226,16.526432,4.3631948,-4.2604544,19.09551217,-33.5324,-470.4542,-153.51108,40.70492,-164.1884,-335.302,-12.1632372,12.1632372,-522.7,-2216.55,-2261.75,292.45,1748.3,1553.05,-109.3,222.2,253.115,-242.6,-6612.45,4530.05,-15.72335,65.6073,-79.65725,-0.6135,-22.4121,-181.477,101.81975,-101.81975,-61.715,-68.24,21.936,-15.72335,-65.6073,79.65725,-0.6135,22.4121,181.477,129.7225,-35.2305,118.436,38.194816,29.459162,23.063924,7.323142,-4.1206672,23.50749354,-446.84166,-20.1554,-36.74618,132.60976,-350.334,-119.9656,15.740782,-15.740782,165.85,1683.3,1557.35,-519.3,-1958.3,-2045.575,170.475,-168.55,-304.1275,429.93,4561.725,-5832.025,-9.9262,-35.664875,88.51445,10.39025,9.824375,196.11175,-107.5973,107.5973,141.05025,19.53675,62.1615,-9.9262,35.664875,-88.51445,10.39025,-9.824375,-196.11175,-60.03225,-78.0165,28.53375,32.833715,35.713175,14.962235,4.034158,-3.9752235,18.04848022,-14.2745,-451.23665,-154.9219,36.904,-172.233,-335.4625,-10.928077,10.928077,-570.625,-2072.5625,-2111.6875,278.9375,1762.625,1596.3125,-95.6875,249.0625,299.00625,-298.95,-6281,4585.8125,-12.775,71.06675,-82.3198125,7.01375,-23.1073125,-186.22625,103.9064375,-103.9064375,-87.15,-70.5,35.04375,-12.775,-71.06675,82.3198125,7.01375,23.1073125,186.22625,141.180625,-22.9825,113.8075,60.81376496,63.26077186,62.99228089,63.21973716,60.62517916,61.46893258,60.61210809,61.60293815,26.1661,-582.74396,608.91006,-492.10088,5.45,19.02,-607.21557,626.23557,18.1784,-434.568,89.22694,-321.011959,410.238899,-79.34088,-160.684,270.1056,-121.28882,391.39442,136.77268,26.483,140.7063,-443.9277,584.634,-340.9841,-153.79,101.7859,-422.486,524.2719,-122.4452,-367.91,33.12581,-41.408549,60.999649,-24.76576,-26.511776,11.058759,-16.26161,22.31299,-12.79958,-8.4950348,44.489532,0.043549675,37.66345033,0.632211,28.912812,,,,,
2,-249.11,-122.32,71.566,186.044,-437.06,85.78,38.27536,31.397656,23.726996,7.5148404,-5.5657732,22.96362031,-483.15664,-41.8548,-66.98496,98.15424,-353.2748,-130.0408,16.2121556,-16.2121556,243.15,1702.45,1576,-545.25,-2032.7,-2166.15,209.85,-180.65,-333.245,364.41,4536.1,-5873.45,-9.138,-47.5173,99.6363,7.147,18.68115,212.9925,-113.3562,113.3562,99.7605,41.062,-16.602,-9.138,47.5173,-99.6363,7.147,-18.68115,-212.9925,-57.6265,-79.9805,58.2485,32.18184,35.749162,15.790886,4.4325938,-4.0317144,15.04450817,-10.2306,-479.53508,-133.26036,50.33878,-196.1824,-335.9956,-11.3582922,11.3582922,-604.8,-2099.325,-2185.625,298.5,1835.375,1661.8,-116.2,236.125,263.9925,-323.09,-6253.525,4503.85,-10.4033,57.28215,-86.78575,7.64975,-28.319175,-200.15525,113.3695,-113.3695,-91.67625,-59.09975,34.143,-10.4033,-57.28215,86.78575,7.64975,28.319175,200.15525,124.94825,-25.145,110.985,36.268678,31.701714,21.61836,6.2795202,-3.9527526,19.11962872,-457.51568,7.4368,-50.33134,111.32642,-355.474,-164.7378,15.3388398,-15.3388398,333.8,1879.725,1738.125,-542.875,-1887.025,-1971.7,226.325,-190.175,-369.3375,506.365,4505.75,-5590.6,-19.763825,-50.03955,107.725575,0.028,15.434725,232.0655,-124.339925,124.339925,120.52625,69.691,-27.775,-19.763825,50.03955,-107.725575,0.028,-15.434725,-232.0655,-105.689,-54.32975,11.4335,36.10285,34.08988,13.38142,3.082216,-3.419652,12.27111865,-8.726,-484.4442,-133.2328,57.0873,-210.431,-327.2,-10.299204,10.299204,-616,-2076.25,-2143.5,378.75,1985.375,1757.625,-102.25,292.75,286.25,-365.5875,-6252,4514.5,-10.905,67.172375,-96.52025,14.14375,-30.175625,-219.52375,123.0035,-123.0035,-93.98125,-91.65875,10.48375,-10.905,-67.172375,96.52025,14.14375,30.175625,219.52375,97.585,27.93,36.64875,37.08311,32.714512,20.458614,6.3870526,-5.4519824,17.23855294,-465.35062,-1.7374,-59.90124,114.31906,-322.6552,-153.073,14.0715614,-14.0715614,293.575,1895.375,1625.35,-572.55,-2055.25,-2074.875,257.5,-216.625,-338.6675,412.5575,4512.575,-5665.375,-19.8055,-65.474325,118.99405,4.13925,28.28155,234.613,-115.61895,115.61895,86.144,85.94075,-65.38475,-19.8055,65.474325,-118.99405,4.13925,-28.28155,-234.613,-125.867,-8.4275,-27.34875,35.27994,35.721876,14.724192,3.5652872,-3.6069424,14.96391013,-43.414,-492.80072,-140.73672,53.60284,-185.542,-319.8792,-11.1589048,11.1589048,-564.3,-2121.2,-2190.75,316.45,1824.5,1615.1,-113.6,234.4,250.4,-257.69,-6401.15,4483,-15.585,68.40005,-83.92885,3.862,-25.0532,-187.192,103.26315,-103.26315,-57.8665,-84.178,32.059,-15.585,-68.40005,83.92885,3.862,25.0532,187.192,121.845,-26.3835,101.716,37.553872,30.841288,21.10382,6.4258932,-3.7549672,19.50682872,-467.94632,-25.9412,-49.70472,121.38232,-333.794,-139.2452,14.6779268,-14.6779268,189.3,1766.55,1609.1,-558.8,-1907.85,-2026.2,183.35,-179.7,-329.585,449.265,4531.8,-5747.1,-13.0435,-39.05365,94.1777,12.1305,13.6427,201.5315,-107.3538,107.3538,138.984,29.18,34.2085,-13.0435,39.05365,-94.1777,12.1305,-13.6427,-201.5315,-71.112,-75.2615,28.5115,34.19478,34.86441,13.12036,3.209565,-3.267435,13.97486318,-24.535,-474.3316,-141.0546,47.8929,-191.897,-319.587,-9.910795,9.910795,-598.875,-1976.375,-2035.125,299.125,1856.875,1664.125,-93.875,269,301.05,-324.8375,-6090.25,4547.375,-12.705,73.330625,-86.06475,9.77875,-26.0215,-189.02,102.95525,-102.95525,-86.315,-84.8325,50.49,-12.705,-73.330625,86.06475,9.77875,26.0215,189.02,136.0025,-15.5625,102.94875,61.16477835,63.86247703,63.24363504,63.54409626,61.11570043,61.88447344,61.09104563,62.33237546,26.2509,-582.73615,608.98705,10.8612,-414.146,17.78,-600.04248,617.82248,-348.4988,17.78,113.04672,-320.90418,433.9509,-158.38152,-20.341,279.3068,-121.36756,400.67436,-20.89452,134.641,140.6406,-422.6431,563.2837,-172.7332,-388.95,133.0195,-422.33,555.3495,-406.328,-126.17,42.617208,-33.1428,59.2532,-19.229296,-17.078744,17.1628,-11.052484,19.366794,-11.052484,-4.668044,46.489075,8.375598,29.674502,8.6399524,34.234676,,,,,
3,-252.69,-118.34,69.31,184.156,-437.56,82.2,37.672324,32.335212,21.64424,6.5246568,-5.0760248,19.10404581,-502.00664,-46.5728,-80.53048,88.28108,-337.2076,-149.48,15.1195832,-15.1195832,250.4,1717.6,1568.1,-588.95,-1962.1,-2084.75,214.15,-192.85,-330.92,374.075,4438.1,-5628.35,-11.0635,-52.8209,102.89685,9.538,21.8052,212.651,-109.75415,109.75415,92.768,61.438,-26.3825,-11.0635,52.8209,-102.89685,9.538,-21.8052,-212.651,-66.0905,-71.7305,68.5995,33.406932,34.878526,13.759493,3.5386313,-3.4468237,11.11033467,-21.6071,-500.7906,-119.01329,62.56004,-216.4665,-318.6565,-10.2208617,10.2208617,-629.7,-2018.55,-2076.65,335.2125,1908.8125,1717.7125,-121.8375,252.9375,268.425,-340.96625,-6004.4875,4458.175,-9.939525,60.352625,-92.4851375,9.974375,-30.73955,-206.81425,114.3291125,-114.3291125,-83.858125,-79.485375,54.763125,-9.939525,-60.352625,92.4851375,9.974375,30.73955,206.81425,121.472,-16.46625,110.279625,35.116905,32.861124,19.273738,5.1633352,-3.4146274,15.38621335,-477.65601,-1.1122,-66.50426,98.92522,-336.9509,-182.9153,14.1104028,-14.1104028,338.1625,1975.675,1793.3875,-584.7875,-1824.8375,-1851.3625,236.9875,-208.975,-377.61125,516.0375,4431.45,-5302.7125,-21.1861125,-56.938175,114.3591125,0.63625,18.6645,233.624,-119.2648875,119.2648875,109.9,94.19925,-47.98625,-21.1861125,56.938175,-114.3591125,0.63625,-18.6645,-233.624,-123.048875,-37.3165,-5.55475,37.00327,33.153965,11.20556,2.1044125,-2.742945,8.466967061,-21.9335,-505.36345,-118.6781,70.9569,-229.705,-309.5695,-9.1011475,9.1011475,-645.625,-1973.4375,-1968.6875,407.6875,2019.125,1782.9375,-104.1875,314.75,273.0125,-414.16875,-5808.3125,4451.625,-10.0675,70.892125,-102.7733125,16.961875,-34.080125,-223.34475,120.5714375,-120.5714375,-98.440625,-110.218125,12.87125,-10.0675,-70.892125,102.7733125,16.961875,34.080125,223.34475,86.23625,43.8625,22.531875,35.800383,33.514441,18.194903,5.2105409,-4.7762737,13.53451834,-485.09889,-10.49,-72.76365,101.42081,-306.4789,-171.846,12.9843621,-12.9843621,297.8625,1871.8625,1596.175,-609.875,-1953.3625,-1942.7625,264.1125,-231.45,-343.85,413.605,4421.625,-5316.825,-21.3865,-73.4139,122.889125,5.421625,33.2726625,230.265,-107.375875,107.375875,78.83475,104.586625,-63.300125,-21.3865,73.4139,-122.889125,5.421625,-33.2726625,-230.265,-138.234125,1.252,-42.580625,36.422596,35.155704,12.883136,2.7253668,-2.9242292,11.03881484,-54.8308,-513.75684,-127.48476,66.67732,-205.9492,-304.0304,-10.1577692,10.1577692,-599.4,-2010.65,-2064.6,337.8,1849.2,1638.7,-117.9,247,244.34,-281.195,-6032.35,4407.5,-14.7885,71.567,-88.0667,9.779,-28.324,-189.298,101.2313,-101.2313,-60.0325,-93.723,38.662,-14.7885,-71.567,88.0667,9.779,28.324,189.298,112.0515,-13.63,80.111,36.78793,32.182604,19.109122,5.4675424,-3.3472954,15.67673989,-487.41428,-33.4606,-62.79302,110.01172,-317.065,-158.06,13.6415796,-13.6415796,217.25,1792.8,1594.6,-594.75,-1850.5,-1961.225,196.6,-193.625,-350.4275,465.34,4452.95,-5518.625,-15.596125,-44.0779,100.5714,14.076,17.9384,203.17375,-102.60235,102.60235,132.95075,43.95875,-1.49675,-15.596125,44.0779,-100.5714,14.076,-17.9384,-203.17375,-84.765,-67.28025,21.31025,35.49301,34.012905,11.26761,2.3475665,-2.539473,10.11521926,-36.4255,-496.2677,-126.462,59.33905,-210.6735,-303.292,-8.9200435,8.9200435,-621.375,-1869.25,-1909.8125,321,1898.4375,1693.8125,-88.3125,286.375,300.94375,-351.075,-5749.8125,4475.3125,-12.655,75.08975,-89.76625,12.591875,-30.185125,-188.405625,98.639375,-98.639375,-88.40875,-93.83375,56.656875,-12.655,-75.08975,89.76625,12.591875,30.185125,188.405625,128.595,-4.921875,83.694375,61.36515262,64.31110277,63.35011085,63.76075202,61.48086844,62.18015192,61.41294377,62.93011562,12.78,-587.517,600.297,12.78,-469.859,10.822,-600.1433,610.9653,8.56,-438.432,113.0316,-292.00951,405.04111,-161.28,-62.759,279.2602,-103.1724,382.4326,136.958,29.383,127.135,-422.68,549.815,-168.1,-335.4005,133.03,-417.135,550.165,-116.92,-360.59,33.041975,-42.61717,60.11207,-27.920715,-24.52865,10.89784,-17.167,22.01057,-14.19,-8.38662,43.864835,-1.52472,37.44432,-1.0455034,31.07685,,,,,
