Time,Lwristvertdrift,Rwristvertdrift,Lwristlatdrift,Rwristlatdrift,Lwristantdrift,Rwristantdrift,LS1_LkneeAngle(REL),LS1_RkneeAngle(REL),LS1_LThoraxAngles:Z,LS1_LPelvisAngles:Z,LS1_Pelvis drop,LS1_Paddle Angles,LS1_L wrist vert drift,LS1_R wrist vert drift,LS1_L wrist hzntl drift,LS1_R wrist hzntl drift,LS1_L wrist ant drift,LS1_R wrist ant drift,LS1_RPelSholSep,LS1_LPelSholSep,LS1_LSHOXvel,LS1_LELBXvel,LS1_LWRAXvel,LS1_RSHOXvel,LS1_RELBXvel,LS1_RWRAXvel,LS1_LASIXvel,LS1_RASIXvel,LS1_LKNEZvel,LS1_RKNEZvel,LS1_LPADXvel,LS1_RPADXvel,LS1_RPelvisXvel,LS1_RPelvisYvel,LS1_RPelvisZvel,LS1_RThoraxXvel,LS1_RThoraxYvel,LS1_RThoraxZvel,LS1_RPelSholSepvel,LS1_LPelSholSepvel,LS1_RKneeXvel,LS1_RKneeYvel,LS1_RKneeZvel,LS1_LPelvisXvel,LS1_LPelvisYvel,LS1_LPelvisZvel,LS1_LThoraxXvel,LS1_LThoraxYvel,LS1_LThoraxZvel,LS1_LKneeXvel,LS1_LKneeYvel,LS1_LKneeZvel,RS1_LkneeAngle(REL),RS1_RkneeAngle(REL),RS1_LThoraxAngles:Z,RS1_LPelvisAngles:Z,RS1_Pelvis drop,RS1_Paddle Angles,RS1_L wrist vert drift,RS1_R wrist vert drift,RS1_L wrist hzntl drift,RS1_R wrist hzntl drift,RS1_L wrist ant drift,RS1_R wrist ant drift,RS1_RPelSholSep,RS1_LPelSholSep,RS1_LSHOXvel,RS1_LELBXvel,RS1_LWRAXvel,RS1_RSHOXvel,RS1_RELBXvel,RS1_RWRAXvel,RS1_LASIXvel,RS1_RASIXvel,RS1_LKNEZvel,RS1_RKNEZvel,RS1_LPADXvel,RS1_RPADXvel,RS1_RPelvisXvel,RS1_RPelvisYvel,RS1_RPelvisZvel,RS1_RThoraxXvel,RS1_RThoraxYvel,RS1_RThoraxZvel,RS1_RPelSholSepvel,RS1_LPelSholSepvel,RS1_RKneeXvel,RS1_RKneeYvel,RS1_RKneeZvel,RS1_LPelvisXvel,RS1_LPelvisYvel,RS1_LPelvisZvel,RS1_LThoraxXvel,RS1_LThoraxYvel,RS1_LThoraxZvel,RS1_LKneeXvel,RS1_LKneeYvel,RS1_LKneeZvel,LS2_LkneeAngle(REL),LS2_RkneeAngle(REL),LS2_LThoraxAngles:Z,LS2_LPelvisAngles:Z,LS2_Pelvis drop,LS2_Paddle Angles,LS2_L wrist vert drift,LS2_R wrist vert drift,LS2_L wrist hzntl drift,LS2_R wrist hzntl drift,LS2_L wrist ant drift,LS2_R wrist ant drift,LS2_RPelSholSep,LS2_LPelSholSep,LS2_LSHOXvel,LS2_LELBXvel,LS2_LWRAXvel,LS2_RSHOXvel,LS2_RELBXvel,LS2_RWRAXvel,LS2_LASIXvel,LS2_RASIXvel,LS2_LKNEZvel,LS2_RKNEZvel,LS2_LPADXvel,LS2_RPADXvel,LS2_RPelvisXvel,LS2_RPelvisYvel,LS2_RPelvisZvel,LS2_RThoraxXvel,LS2_RThoraxYvel,LS2_RThoraxZvel,LS2_RPelSholSepvel,LS2_LPelSholSepvel,LS2_RKneeXvel,LS2_RKneeYvel,LS2_RKneeZvel,LS2_LPelvisXvel,LS2_LPelvisYvel,LS2_LPelvisZvel,LS2_LThoraxXvel,LS2_LThoraxYvel,LS2_LThoraxZvel,LS2_LKneeXvel,LS2_LKneeYvel,LS2_LKneeZvel,RS2_LkneeAngle(REL),RS2_RkneeAngle(REL),RS2_LThoraxAngles:Z,RS2_LPelvisAngles:Z,RS2_Pelvis drop,RS2_Paddle Angles,RS2_L wrist vert drift,RS2_R wrist vert drift,RS2_L wrist hzntl drift,RS2_R wrist hzntl drift,RS2_L wrist ant drift,RS2_R wrist ant drift,RS2_RPelSholSep,RS2_LPelSholSep,RS2_LSHOXvel,RS2_LELBXvel,RS2_LWRAXvel,RS2_RSHOXvel,RS2_RELBXvel,RS2_RWRAXvel,RS2_LASIXvel,RS2_RASIXvel,RS2_LKNEZvel,RS2_RKNEZvel,RS2_LPADXvel,RS2_RPADXvel,RS2_RPelvisXvel,RS2_RPelvisYvel,RS2_RPelvisZvel,RS2_RThoraxXvel,RS2_RThoraxYvel,RS2_RThoraxZvel,RS2_RPelSholSepvel,RS2_LPelSholSepvel,RS2_RKneeXvel,RS2_RKneeYvel,RS2_RKneeZvel,RS2_LPelvisXvel,RS2_LPelvisYvel,RS2_LPelvisZvel,RS2_LThoraxXvel,RS2_LThoraxYvel,RS2_LThoraxZvel,RS2_LKneeXvel,RS2_LKneeYvel,RS2_LKneeZvel,LS3_LkneeAngle(REL),LS3_RkneeAngle(REL),LS3_LThoraxAngles:Z,LS3_LPelvisAngles:Z,LS3_Pelvis drop,LS3_Paddle Angles,LS3_L wrist vert drift,LS3_R wrist vert drift,LS3_L wrist hzntl drift,LS3_R wrist hzntl drift,LS3_L wrist ant drift,LS3_R wrist ant drift,LS3_RPelSholSep,LS3_LPelSholSep,LS3_LSHOXvel,LS3_LELBXvel,LS3_LWRAXvel,LS3_RSHOXvel,LS3_RELBXvel,LS3_RWRAXvel,LS3_LASIXvel,LS3_RASIXvel,LS3_LKNEZvel,LS3_RKNEZvel,LS3_LPADXvel,LS3_RPADXvel,LS3_RPelvisXvel,LS3_RPelvisYvel,LS3_RPelvisZvel,LS3_RThoraxXvel,LS3_RThoraxYvel,LS3_RThoraxZvel,LS3_RPelSholSepvel,LS3_LPelSholSepvel,LS3_RKneeXvel,LS3_RKneeYvel,LS3_RKneeZvel,LS3_LPelvisXvel,LS3_LPelvisYvel,LS3_LPelvisZvel,LS3_LThoraxXvel,LS3_LThoraxYvel,LS3_LThoraxZvel,LS3_LKneeXvel,LS3_LKneeYvel,LS3_LKneeZvel,RS3_LkneeAngle(REL),RS3_RkneeAngle(REL),RS3_LThoraxAngles:Z,RS3_LPelvisAngles:Z,RS3_Pelvis drop,RS3_Paddle Angles,RS3_L wrist vert drift,RS3_R wrist vert drift,RS3_L wrist hzntl drift,RS3_R wrist hzntl drift,RS3_L wrist ant drift,RS3_R wrist ant drift,RS3_RPelSholSep,RS3_LPelSholSep,RS3_LSHOXvel,RS3_LELBXvel,RS3_LWRAXvel,RS3_RSHOXvel,RS3_RELBXvel,RS3_RWRAXvel,RS3_LASIXvel,RS3_RASIXvel,RS3_LKNEZvel,RS3_RKNEZvel,RS3_LPADXvel,RS3_RPADXvel,RS3_RPelvisXvel,RS3_RPelvisYvel,RS3_RPelvisZvel,RS3_RThoraxXvel,RS3_RThoraxYvel,RS3_RThoraxZvel,RS3_RPelSholSepvel,RS3_LPelSholSepvel,RS3_RKneeXvel,RS3_RKneeYvel,RS3_RKneeZvel,RS3_LPelvisXvel,RS3_LPelvisYvel,RS3_LPelvisZvel,RS3_LThoraxXvel,RS3_LThoraxYvel,RS3_LThoraxZvel,RS3_LKneeXvel,RS3_LKneeYvel,RS3_LKneeZvel,LS4_LkneeAngle(REL),LS4_RkneeAngle(REL),LS4_LThoraxAngles:Z,LS4_LPelvisAngles:Z,LS4_Pelvis drop,LS4_Paddle Angles,LS4_L wrist vert drift,LS4_R wrist vert drift,LS4_L wrist hzntl drift,LS4_R wrist hzntl drift,LS4_L wrist ant drift,LS4_R wrist ant drift,LS4_RPelSholSep,LS4_LPelSholSep,LS4_LSHOXvel,LS4_LELBXvel,LS4_LWRAXvel,LS4_RSHOXvel,LS4_RELBXvel,LS4_RWRAXvel,LS4_LASIXvel,LS4_RASIXvel,LS4_LKNEZvel,LS4_RKNEZvel,LS4_LPADXvel,LS4_RPADXvel,LS4_RPelvisXvel,LS4_RPelvisYvel,LS4_RPelvisZvel,LS4_RThoraxXvel,LS4_RThoraxYvel,LS4_RThoraxZvel,LS4_RPelSholSepvel,LS4_LPelSholSepvel,LS4_RKneeXvel,LS4_RKneeYvel,LS4_RKneeZvel,LS4_LPelvisXvel,LS4_LPelvisYvel,LS4_LPelvisZvel,LS4_LThoraxXvel,LS4_LThoraxYvel,LS4_LThoraxZvel,LS4_LKneeXvel,LS4_LKneeYvel,LS4_LKneeZvel,RS4_LkneeAngle(REL),RS4_RkneeAngle(REL),RS4_LThoraxAngles:Z,RS4_LPelvisAngles:Z,RS4_Pelvis drop,RS4_Paddle Angles,RS4_L wrist vert drift,RS4_R wrist vert drift,RS4_L wrist hzntl drift,RS4_R wrist hzntl drift,RS4_L wrist ant drift,RS4_R wrist ant drift,RS4_RPelSholSep,RS4_LPelSholSep,RS4_LSHOXvel,RS4_LELBXvel,RS4_LWRAXvel,RS4_RSHOXvel,RS4_RELBXvel,RS4_RWRAXvel,RS4_LASIXvel,RS4_RASIXvel,RS4_LKNEZvel,RS4_RKNEZvel,RS4_LPADXvel,RS4_RPADXvel,RS4_RPelvisXvel,RS4_RPelvisYvel,RS4_RPelvisZvel,RS4_RThoraxXvel,RS4_RThoraxYvel,RS4_RThoraxZvel,RS4_RPelSholSepvel,RS4_LPelSholSepvel,RS4_RKneeXvel,RS4_RKneeYvel,RS4_RKneeZvel,RS4_LPelvisXvel,RS4_LPelvisYvel,RS4_LPelvisZvel,RS4_LThoraxXvel,RS4_LThoraxYvel,RS4_LThoraxZvel,RS4_LKneeXvel,RS4_LKneeYvel,RS4_LKneeZvel,PadlatL1,PadLatR1,PadlatL2,PadlatR2,PadlatL3,PadlatR3,PadlatL4,PadlatR4,LWvert_Max,LWvert_Min,LWvert_ROM,LWvert_at opp catch,LWvert_at catch,RWvert_Max,RWvert_Min,RWvert_ROM,RWvert_at opp catch,RWvert_at catch,LWlat_Max,LWlat_Min,LWlat_ROM,LWlat_at opp catch,LWlat_at catch,RWlat_Max,RWlat_Min,RWlat_ROM,RWlat_at opp catch,RWlat_at catch,LWant_Max,LWant_Min,LWant_ROM,LWant_at opp catch,LWant_at catch,RWant_Max,RWant_Min,RWant_ROM,RWant_at opp catch,RWant_at catch,ThorMax,ThoraxMin,ThoraxRoM,ThorEnd,ThorOppCatch,PelvMax,PelvaxMin,PelvaxRoM,PelvEnd,PelvOppCatch,KneeMax,KneeaxMin,KneeaxRoM,KneeEnd,KneeOppCatch,LeftCatchPCavg,RightCatchPCavg,LeftEndPCavg,RightEndPCavg,boatangle
0,-252.52,-202.92,186.577,279.348,-404.29,146.1,39.5638,37.884,10.5985,0.21786,-3.31622,12.43014717,-480.897,-19.16,-85.34,140.402,-361.82,-310.82,10.38064,-10.38064,540,2287.5,1886.25,-650,-1931.25,-2135,480,-336.25,-537.75,519.625,4542.5,-6233.75,-19.525,-86.5675,157.658875,10.005,21.79625,272.6275,-114.968625,114.968625,141.45,-37.85,21.4875,-19.525,86.5675,-157.658875,10.005,-21.79625,-272.6275,-148.7,81.51,-15.125,38.6648,37.8635,16.75,4.09435,-1.50642,11.90106354,-40.4,-479.82,-159.4,59.626,-257.12,-393.15,-12.65565,12.65565,-721.25,-1870,-2148.75,335,2055,1888.75,-272.5,428.75,560.625,-489,-6196.25,4620,-15.8,70.1525,-135.88375,22.3125,-17.398125,-260.7375,124.85375,-124.85375,-154.0125,55.10375,-35.9,-15.8,-70.1525,135.88375,22.3125,17.398125,260.7375,147.0375,-37.61,26.5375,39.0897,35.5478,12.0394,1.28213,-4.90192,13.8127329,-474.005,-15.26,-64.832,160.333,-373.2,-306.94,10.75727,-10.75727,608.75,2300,1913.75,-658.75,-1948.75,-2087.5,465,-328.75,-583.875,552.75,4495,-6077.5,-15.0375,-77.355,155.53125,6.60625,15.9775,282.9875,-127.45625,127.45625,154.425,-43.915,42.0125,-15.0375,77.355,-155.53125,6.60625,-15.9775,-282.9875,-156.125,81.81,-11.45,38.1264,35.8136,14.3176,2.84479,-0.171549,6.837143465,-12.67,-472.696,-142.471,73.059,-260.66,-348.21,-11.47281,11.47281,-716.25,-1636.25,-1842.5,372.5,2221.25,1870,-245,443.75,396.25,-635.75,-5565,4481.25,-16.075,59.120225,-134.87125,22.4625,-29.427125,-259.2,124.32875,-124.32875,-181.1,81.25625,-65.14875,-16.075,-59.120225,134.87125,22.4625,29.427125,259.2,94.525,11.67875,-38.8,40.0984,37.0207,9.87896,0.249331,-5.33307,12.21480664,-468.303,-5.3,-79.761,151.339,-358.68,-322.36,9.629629,-9.629629,508.75,2256.25,1856.25,-705,-2072.5,-2185,473.75,-371.25,-523.5,547.625,4568.75,-6210,-14.975,-82.86375,165.272375,15.27,14.41125,276.75625,-111.483875,111.483875,155.8,-43.05125,52.7625,-14.975,82.86375,-165.272375,15.27,-14.41125,-276.75625,-149.6,66.22375,-15.35,37.7688,37.9809,16.974,4.16304,-2.10182,10.02753264,-34.52,-482.873,-168.925,48.417,-240.52,-358.88,-12.81096,12.81096,-703.75,-1788.75,-2117.5,326.25,2053.75,1742.5,-237.5,431.25,471.625,-517,-6023.75,4441.25,-17.4,70.2425,-128.12625,23.12875,-23.8845,-245.475,117.34875,-117.34875,-151.6875,98.83,-14.79875,-17.4,-70.2425,128.12625,23.12875,23.8845,245.475,124.225,-43.95875,38.8375,40.4347,37.7778,11.0646,0.891548,-3.89142,12.87586322,-460.85,13.05,-72.665,138.505,-361.6,-305.55,10.173052,-10.173052,568.75,2316.25,1920,-680,-2080,-2187.5,452.5,-340,-552,470.625,4565,-6246.25,-13.6,-75.29875,156.64,8.4525,8.235,291.80125,-135.16125,135.16125,130.175,-46.825,12.85,-13.6,75.29875,-156.64,8.4525,-8.235,-291.80125,-148.2375,90.68375,-30.6875,38.4098,38.1346,17.2239,4.43213,-0.794054,10.75909531,-40.91,-480.894,-171.718,53.472,-243.01,-365.99,-12.79177,12.79177,-612.5,-1801.25,-2191.25,363.75,2127.5,1762.5,-235,503.75,504.125,-520.625,-6238.75,4490,-24.175,87.20775,-136.51,10.5125,-29.1624125,-250.3375,113.8275,-113.8275,-165.9,100.69125,-29.92625,-24.175,-87.20775,136.51,10.5125,29.1624125,250.3375,132.45,-50.54125,30.4375,57.0059691,55.04035612,57.52523245,54.65949966,58.31023094,54.27089081,59.8420782,53.6235385,9.7932,-600.703,610.4962,6.4692,-441.317,18.8396,-607.15448,625.99408,-364.5124,-37.86,89.27436,-289.385408,378.659768,-163.67832,-40.636,270.1162,-99.70476,369.82096,-8.94532,116.255,110.0864,-443.9228,554.0092,-148.9852,-383.9,101.6716,-430.7696,532.4412,-404.9256,-89.88,41.40848,-34.464052,62.241952,-17.30048,-19.991052,16.266716,-11.200784,20.567204,-9.2799224,-6.2193912,46.415448,8.8715956,30.3939044,8.8715956,29.28796,49,51,23,20,0.57196524
1,-251.17,-197.82,186.179,278.675,-405.2,144.74,37.718216,39.554878,7.3448966,-1.673867,-2.2607638,7.57910512,-503.84634,-36.0546,-105.32466,121.8011,-339.876,-333.4544,9.0187636,-9.0187636,568.6,2328.775,1868.975,-658.75,-1803.45,-1854.5,483.775,-344.925,-579.595,513.3325,4439.4,-5617.05,-20.544,-90.0224,158.8570075,5.46085,29.59295,271.09445,-112.2374425,112.2374425,138.20475,-30.768925,22.85575,-20.544,90.0224,-158.8570075,5.46085,-29.59295,-271.09445,-160.93025,92.900225,-21.481,40.429886,35.885882,13.49962,2.3715546,-0.6042003,6.701420766,-52.398,-502.59784,-142.81632,77.07774,-279.3798,-368.3158,-11.1280654,11.1280654,-770.6,-1808.35,-1969.475,352.8,2140.375,1894.1,-300.45,457.875,549.4175,-540.18,-5748.75,4545.85,-18.129,77.303462,-144.849375,22.6975,-25.617925,-267.9845,123.135125,-123.135125,-169.11475,61.875425,-43.698,-18.129,-77.303462,144.849375,22.6975,25.617925,267.9845,140.6885,-29.1286,20.94775,37.109747,37.422525,8.588369,-0.63175705,-3.9170118,9.065797703,-495.78216,-31.5261,-86.36372,143.64095,-349.5117,-328.1136,9.22012605,-9.22012605,641.3,2394.9875,1917.3875,-683.7625,-1811.975,-1834.025,485.0375,-350.0625,-643.21625,561.09375,4380.925,-5436.2625,-15.91425,-85.9418,161.6227646,3.9558625,22.5313,288.079925,-126.4571604,126.4571604,155.853625,-40.6628,45.214625,-15.91425,85.9418,-161.6227646,3.9558625,-22.5313,-288.079925,-173.30125,97.5315125,-21.037375,39.222632,33.58744,11.26772,1.2259344,0.57584304,2.212697279,-28.1632,-491.89032,-127.64288,90.58072,-279.8188,-325.718,-10.0417856,10.0417856,-739.8,-1548.8,-1687.3,398.45,2160,1768.95,-264.7,454.9,363.185,-691.275,-5093.1,4383.7,-19.0345,67.510701,-137.78384,20.50915,-36.77235,-254.3765,116.59266,-116.59266,-194.8765,87.81455,-64.3939,-19.0345,-67.510701,137.78384,20.50915,36.77235,254.3765,91.5455,-5.87715,-15.543,38.246188,38.846436,6.5795228,-1.7369796,-4.2916596,7.436716089,-494.57128,-24.5848,-98.98292,130.47068,-335.7896,-344.1284,8.3165024,-8.3165024,539.55,2341.95,1871.35,-728.55,-1908.6,-1921.3,493.6,-384.8,-572.695,531.415,4445.4,-5642.2,-16.6165,-92.93625,169.153795,11.6168,28.2611,279.1016,-109.947805,109.947805,152.0755,-38.9088,62.918,-16.6165,92.93625,-169.153795,11.6168,-28.2611,-279.1016,-163.385,76.297,-24.845,39.19666,36.106605,14.037685,2.598777,-1.243754,5.215811998,-49.674,-503.1142,-153.56115,68.66585,-262.224,-337.5195,-11.438908,11.438908,-742,-1725.0625,-1918.75,349.5625,2080,1693.5625,-267,451,447.95625,-580.1375,-5482.4375,4329.3125,-17.945,75.06588125,-136.2969375,22.241625,-31.9801875,-250.571875,114.2749375,-114.2749375,-165.395625,90.61525,-4.2291875,-17.945,-75.06588125,136.2969375,22.241625,31.9801875,250.571875,117.64125,-46.044125,40.15875,38.56868,39.323944,7.5280412,-1.01677966,-2.9508712,8.128481737,-484.74688,-4.509,-93.5276,118.93652,-338.5744,-328.3428,8.54482086,-8.54482086,609.775,2398.525,1930.1,-708.6,-1932.3,-1925.625,476.15,-357.375,-608.7475,476.6025,4455.725,-5685.475,-14.979,-82.583975,162.8052825,5.869225,14.7589,299.280325,-136.4750425,136.4750425,129.3055,-40.33,10.75325,-14.979,82.583975,-162.8052825,5.869225,-14.7589,-299.280325,-165.0105,104.787025,-39.33375,39.932564,36.088296,14.210632,2.7857396,0.241737656,5.739027875,-53.828,-500.14764,-155.0404,74.3118,-266.2524,-344.9888,-11.4248924,11.4248924,-644.55,-1726.15,-2035,406.95,2135.4,1694.8,-247.3,516.2,486.55,-579.61,-5764.85,4380.2,-25.2895,87.266987,-140.9133,8.51,-37.4756715,-256.647,115.7337,-115.7337,-179.496,101.60445,-31.28545,-25.2895,-87.266987,140.9133,8.51,37.4756715,256.647,124.4895,-48.3458,30.774,56.95641265,55.48188127,57.16814226,54.52169451,58.46056979,54.17352037,59.77924927,53.6000471,26.1661,-582.74396,608.91006,-492.10088,5.45,19.02,-607.21557,626.23557,18.1784,-434.568,89.22694,-321.011959,410.238899,-79.34088,-160.684,270.1056,-121.28882,391.39442,136.77268,26.483,140.7063,-443.9277,584.634,-340.9841,-153.79,101.7859,-422.486,524.2719,-122.4452,-367.91,33.12581,-41.408549,60.999649,-24.76576,-26.511776,11.058759,-16.26161,22.31299,-12.79958,-8.4950348,44.489532,0.043549675,37.66345033,0.632211,28.912812,,,,,
2,-249.65,-192.16,185.662,277.929,-406.25,143.13,35.725448,41.164412,4.1696184,-3.5523112,-1.1791764,3.096703447,-523.49216,-53.3292,-124.57324,102.05548,-318.6408,-353.0716,7.7219296,-7.7219296,579.9,2244.2,1807.15,-644.05,-1635,-1540.5,465.3,-349.95,-620.46,488.55,4370.7,-4887.45,-21.2295,-90.88114,155.24815,0.46665,36.0104,260.05915,-104.811,104.811,130.9435,-23.61925,22.4535,-21.2295,90.88114,-155.24815,0.46665,-36.0104,-260.05915,-173.564,106.34075,-34.334,42.092852,33.720536,10.230564,0.564016408,0.3850338,1.862854879,-65.9396,-522.50608,-124.5694,94.29188,-299.39,-343.8916,-9.666547592,9.666547592,-794.05,-1712.7,-1736.2,364.05,2128.85,1833.25,-324.5,471.1,518.37,-586.21,-5143.7,4471.65,-21.0355,84.086359,-149.420196,20.976,-34.30945,-264.1759,114.755704,-114.755704,-184.789,72.7548,-57.6845,-21.0355,-84.086359,149.420196,20.976,34.30945,264.1759,130.1735,-26.30015,16.8225,34.904724,39.27715,5.1427196,-2.5939028,-2.840625,4.686423446,-514.27846,-48.5336,-107.77154,125.88736,-326.1378,-346.0936,7.7366224,-7.7366224,648.675,2350.4,1872.125,-678.575,-1641.2,-1527.85,484.875,-368.85,-710.4725,541.8675,4300.975,-4666.05,-16.08425,-92.202025,163.2937,0.762625,28.818325,282.055175,-118.761475,118.761475,150.75975,-36.5697,44.1715,-16.08425,92.202025,-163.2937,0.762625,-28.818325,-282.055175,-193.67625,117.4105,-38.941,40.306056,31.199932,8.3184756,-0.4034464,1.4318292,-2.143701476,-44.8432,-508.67232,-112.21656,108.02852,-297.1896,-304.54,-8.721922,8.721922,-738.95,-1440.6,-1500.2,406.15,2031.4,1663.85,-286.9,446.55,333.03,-737.64,-4564.5,4311.7,-21.9375,77.11777,-136.56633,17.4623,-40.761085,-242.6981,106.13177,-106.13177,-208.129,97.8687,-59.2285,-21.9375,-77.11777,136.56633,17.4623,40.761085,242.6981,91.8625,-32.22145,18.1085,36.226348,40.609308,3.2954892,-3.7352684,-3.13851,3.034916968,-517.07072,-44.3088,-118.17584,109.17296,-313.1456,-362.9316,7.0307576,-7.0307576,566.8,2300.95,1830.25,-725.4,-1711.95,-1614.75,494.05,-388.75,-625.185,497.465,4347.2,-4951.8,-17.727,-101.0724,167.04515,7.4435,40.13695,274.16435,-107.1192,107.1192,144.8275,-36.56565,69.5665,-17.727,101.0724,-167.04515,7.4435,-40.13695,-274.16435,-177.8885,92.33595,-37.025,40.54271,34.08764,11.08614,0.9593342,-0.3313008,0.72569481,-65.884,-520.3511,-136.5531,89.1644,-281.614,-316.794,-10.1268058,10.1268058,-756,-1629.875,-1677.25,366.875,2038.375,1633.125,-292.875,454,416.75,-625.7125,-4869.625,4250.75,-20.0475,79.513355,-140.6495875,19.28975,-36.387275,-248.3245,107.6749125,-107.6749125,-176.0325,80.982875,-5.08025,-20.0475,-79.513355,140.6495875,19.28975,36.387275,248.3245,110.4825,-52.51,43.10625,36.499128,40.857124,3.970754,-2.9753792,-1.9233944,3.739847485,-505.68672,-23.0788,-114.20548,98.60116,-315.97,-348.2968,6.9461332,-6.9461332,627.4,2340.15,1878.35,-710.1,-1750.1,-1616.8,482.5,-372.3,-660.715,471.27,4363.5,-4967.5,-15.83,-89.52135,164.87155,2.78335,21.80505,295.21435,-130.3428,130.3428,127.4615,-34.1982,11.537,-15.83,89.52135,-164.87155,2.78335,-21.80505,-295.21435,-182.1345,116.55865,-47.143,41.353348,33.887028,11.177992,1.1070944,1.2651532,1.037534017,-67.9904,-516.54304,-137.13876,94.94364,-287.654,-325.2124,-10.0708976,10.0708976,-669.5,-1624.25,-1807.95,444.1,2054.05,1612,-262.1,507.9,457.515,-631.65,-5140.2,4301.6,-27.919,85.27315,-141.88979,6.945,-43.36266,-254.0315,112.14171,-112.14171,-192.117,101.72635,-43.5879,-27.919,-85.27315,141.88979,6.945,43.36266,254.0315,115.3675,-50.25475,36.3455,56.87998841,55.87757652,56.77613257,54.28815818,58.46009893,53.98424715,59.61914123,53.45457428,26.2509,-582.73615,608.98705,10.8612,-414.146,17.78,-600.04248,617.82248,-348.4988,17.78,113.04672,-320.90418,433.9509,-158.38152,-20.341,279.3068,-121.36756,400.67436,-20.89452,134.641,140.6406,-422.6431,563.2837,-172.7332,-388.95,133.0195,-422.33,555.3495,-406.328,-126.17,42.617208,-33.1428,59.2532,-19.229296,-17.078744,17.1628,-11.052484,19.366794,-11.052484,-4.668044,46.489075,8.375598,29.674502,8.6399524,34.234676,,,,,
